place,date,climate/rainfall,climate/vegetation_cover_(ndvi),climate/price_of_water,climate/river_levels/floods,population_movement/displacement_(arrivals),population_movement/displacement_(departures),nutrition/new_admissions_(gam),health/measles_cases,health/awd/cholera_cases,health/malaria_cases,health/awd/cholera_deaths,market/maize_prices,market/sorghum_prices,market/local_goat_prices,market/wage_labor,market/tot_(wage_to_cereals),market/tot_(goat_to_cereals),market/red_rice_prices,market/cost_of_minimum_basket_(cmb),lat,lon,monthly_arrivals
awdal/zeylac,Sep-2017,3.62,0.1,5500,No Data,35,-,540,2,-,2,No Data,6000,7000,530000,85000,16,102,5200,1147500,11.3534851,43.4747227,35
awdal/zeylac,Oct-2017,0,0.11,5500,No Data,33,-,79,-,16,8,No Data,6000,7000,530000,85000,16,102,5200,1144250,11.3534851,43.4747227,33
awdal/zeylac,Nov-2017,0,0.11,6000,No Data,171,185,90,-,-,-,No Data,7000,5500,520000,100000,17,87,6000,1158350,11.3534851,43.4747227,171
awdal/zeylac,Dec-2017,0,0.11,6000,No Data,-,-,-,-,-,1,No Data,7000,5000,483750,100000,14,69,7000,1160475,11.3534851,43.4747227,0
awdal/zeylac,Jan-2018,0,0.05,6000,No Data,68,-,125,10,-,-,No Data,6000,5500,410000,100000,14,59,7000,1160475,11.3534851,43.4747227,68
awdal/zeylac,Feb-2018,0,0.1,6000,No Data,392,141,102,4,-,1,No Data,-,6000,420000,120000,16,56,7500,1159725,11.3534851,43.4747227,392
awdal/zeylac,Mar-2018,0,0.1,6000,No Data,313,247,217,1,-,-,No Data,-,6000,450000,120000,16,60,7500,1159375,11.3534851,43.4747227,313
awdal/zeylac,Apr-2018,27.57,0.09,6000,No Data,6,12,-,-,-,6,No Data,-,6000,408000,100000,12,49,8400,1165750,11.3534851,43.4747227,6
awdal/zeylac,May-2018,59.15,0.1,6000,No Data,2118,2118,-,-,-,1,No Data,-,6000,405000,100000,12,48,8400,1169000,11.3534851,43.4747227,2118
awdal/zeylac,Jun-2018,3.48,0.11,6000,No Data,-,-,167,-,-,-,No Data,-,6000,430000,100000,12,50,8600,1160750,11.3534851,43.4747227,0
awdal/zeylac,Jul-2018,16.54,0.11,6000,No Data,450,398,-,1,-,8,No Data,124800,6000,400000,120000,13,44,9000,1165750,11.3534851,43.4747227,450
awdal/zeylac,Aug-2018,33.7,0.1,6000,No Data,160,113,-,-,-,10,No Data,6000,6500,380000,120000,15,48,8000,1162000,11.3534851,43.4747227,160
awdal/zeylac,Sep-2018,20.75,0.11,6000,No Data,66,71,254,1,50,2,No Data,5000,6000,400000,150000,19,50,8000,1062250,11.3534851,43.4747227,66
awdal/zeylac,Oct-2018,58.33,0.11,6000,No Data,102,107,292,9,50,35,No Data,6000,6000,480000,100000,10,48,10000,1062950,11.3534851,43.4747227,102
awdal/zeylac,Nov-2018,20.99,0.11,6000,No Data,-,78,-,2,-,20,No Data,6000,6000,450000,100000,11,50,9000,1059425,11.3534851,43.4747227,0
awdal/zeylac,Dec-2018,4.2,0.12,6000,No Data,45,64,-,9,-,1,No Data,6000,6000,475000,150000,17,53,9000,1173425,11.3534851,43.4747227,45
awdal/zeylac,Jan-2019,0,0.11,6000,No Data,67,42,-,7,-,3,No Data,6000,6000,502500,150000,17,56,9000,1175925,11.3534851,43.4747227,261
awdal/zeylac,Feb-2019,0,0.1,6000,No Data,243,250,-,-,-,5,No Data,5000,6000,488500,150000,17,54,9000,1038250,11.3534851,43.4747227,243
awdal/zeylac,Mar-2019,0.23,0.1,6000,No Data,126,232,-,26,-,-,No Data,6000,7000,490750,150000,17,55,9000,1189500,11.3534851,43.4747227,126
awdal/zeylac,Apr-2019,12.11,0.1,6000,No Data,34,34,17,3,-,7,No Data,6000,7000,442500,150000,17,49,9000,1189500,11.3534851,43.4747227,34
awdal/zeylac,May-2019,23.28,0.1,5500,No Data,158,306,224,-,-,5,No Data,5500,6000,537500,130000,16,67,8000,1041750,11.3534851,43.4747227,158
awdal/zeylac,Jun-2019,9.36,0.11,5500,No Data,15,29,129,5,-,4,No Data,5500,5000,497500,125000,18,71,7000,1040000,11.3534851,43.4747227,15
awdal/zeylac,Jul-2019,15.54,0.1,6000,No Data,138,152,-,5,-,1,No Data,5000,5000,505000,125000,16,63,8000,1061000,11.3534851,43.4747227,181
awdal/zeylac,Aug-2019,10.08,0.1,5000,No Data,101,101,82,2,1,1,No Data,5000,5000,400000,125000,17,55,7250,1068250,11.3534851,43.4747227,0
woqooyi_galbeed/hargeysa,Jan-2016,0.17,0,11000,No Data,260,-,457,-,-,-,No Data,4000,3500,365000,50000,10,73,5000,1021371.25,9.561733,44.061803,273
woqooyi_galbeed/hargeysa,Feb-2016,0.13,0,12000,No Data,260,-,597,-,-,-,No Data,4000,3500,272000,50000,10,54,5000,1045462.5,9.561733,44.061803,269
woqooyi_galbeed/hargeysa,Mar-2016,0.02,0,12000,No Data,316,-,493,-,-,-,No Data,5000,4000,250000,50000,10,50,5000,1090698.75,9.561733,44.061803,373
woqooyi_galbeed/hargeysa,Apr-2016,78.67,0,12000,No Data,246,12,183,-,-,-,No Data,5000,4000,365000,50000,10,73,5000,1093725,9.561733,44.061803,278
woqooyi_galbeed/hargeysa,May-2016,31.62,0,9000,No Data,298,-,-,-,-,-,No Data,5000,4000,320000,50000,10,64,5000,1096237.5,9.561733,44.061803,307
woqooyi_galbeed/hargeysa,Jun-2016,3.58,0,9000,No Data,224,-,168,1,-,-,No Data,4000,4000,300000,50000,10,60,5000,1034097.5,9.561733,44.061803,210
woqooyi_galbeed/hargeysa,Jul-2016,6.06,0,9000,No Data,288,-,-,-,-,-,No Data,4000,4000,307500,50000,10,62,5000,1069087.5,9.561733,44.061803,267
woqooyi_galbeed/hargeysa,Aug-2016,5.04,0,9000,No Data,230,-,526,-,-,-,No Data,4000,4000,342500,50000,10,69,5000,1072325,9.561733,44.061803,252
woqooyi_galbeed/hargeysa,Sep-2016,2.01,0,9000,No Data,160,-,1191,-,-,-,No Data,4000,4000,330000,50000,10,66,5000,1071112.5,9.561733,44.061803,176
woqooyi_galbeed/hargeysa,Oct-2016,20.34,0,9000,No Data,182,-,473,-,-,-,No Data,4000,4000,332500,50000,10,67,5000,1090302.5,9.561733,44.061803,174
woqooyi_galbeed/hargeysa,Nov-2016,0.77,0,9000,No Data,254,616,340,3,-,8,No Data,4000,4000,365000,50000,10,73,5000,1093177.5,9.561733,44.061803,199
woqooyi_galbeed/hargeysa,Dec-2016,0,0,9000,No Data,200,1825,2084,5,-,28,No Data,4000,4000,300000,50000,10,60,5000,1149580,9.561733,44.061803,133
woqooyi_galbeed/hargeysa,Jan-2017,0,0,10000,No Data,7570,3197,1058,-,-,6,No Data,4000,4000,345000,50000,10,69,5000,1099415,9.561733,44.061803,7440
woqooyi_galbeed/hargeysa,Feb-2017,0.01,0,12000,No Data,1242,10043,818,22,-,9,No Data,4000,4500,382500,50000,10,77,5000,1257017.5,9.561733,44.061803,709
woqooyi_galbeed/hargeysa,Mar-2017,4.99,0,12000,No Data,2097,599,3701,-,-,-,No Data,4000,4500,382500,50000,10,77,5000,1265625,9.561733,44.061803,1760
woqooyi_galbeed/hargeysa,Apr-2017,18.54,0,12000,No Data,3023,949,2746,-,-,-,No Data,4000,4500,450000,50000,10,90,5000,1288852.5,9.561733,44.061803,673
woqooyi_galbeed/hargeysa,May-2017,38.2,0,12000,No Data,1315,172,1933,201,-,20,No Data,4000,4500,472000,50000,10,94,5000,1235577.5,9.561733,44.061803,1195
woqooyi_galbeed/hargeysa,Jun-2017,4.32,0,12000,No Data,603,315,1924,164,86,14,No Data,5000,5000,415000,50000,10,83,5000,1345740,9.561733,44.061803,360
woqooyi_galbeed/hargeysa,Jul-2017,2.08,0,12000,No Data,169,21,2402,-,-,-,No Data,5000,5000,400000,50000,10,80,5000,1338277.5,9.561733,44.061803,169
woqooyi_galbeed/hargeysa,Aug-2017,32.81,0,12000,No Data,2226,1778,4148,10,58,2,No Data,5000,5000,412500,50000,10,83,5000,1304727.5,9.561733,44.061803,535
woqooyi_galbeed/hargeysa,Sep-2017,37.22,0,11000,No Data,548,219,1015,23,11,3,No Data,5000,5000,450000,50000,10,90,5000,1359387.5,9.561733,44.061803,548
woqooyi_galbeed/hargeysa,Oct-2017,28.44,0,11000,No Data,479,45,1362,12,-,10,No Data,7000,5000,442000,50000,10,88,5000,1477330,9.561733,44.061803,471
woqooyi_galbeed/hargeysa,Nov-2017,0.05,0,11000,No Data,422,108,1092,34,-,6,No Data,7000,6000,437500,50000,10,88,5000,1366000,9.561733,44.061803,422
woqooyi_galbeed/hargeysa,Dec-2017,0,0,11000,No Data,494,159,589,18,-,9,No Data,8000,5500,392500,55000,9,65,6000,1340142.5,9.561733,44.061803,378
woqooyi_galbeed/hargeysa,Jan-2018,0.12,0,11000,No Data,663,400,3377,18,-,5,No Data,6000,5000,460000,70000,14,92,5000,1366665,9.561733,44.061803,475
woqooyi_galbeed/hargeysa,Feb-2018,0.18,0,11000,No Data,1316,994,847,12,-,2,No Data,6000,5000,500000,70000,14,100,5000,1379165,9.561733,44.061803,391
woqooyi_galbeed/hargeysa,Mar-2018,4,0,11000,No Data,586,160,778,48,-,10,No Data,5000,4000,525000,70000,14,105,5000,1383017.5,9.561733,44.061803,460
woqooyi_galbeed/hargeysa,Apr-2018,220.33,0,11000,No Data,460,156,444,15,-,6,No Data,5000,4000,500000,70000,14,100,5000,1412612.5,9.561733,44.061803,460
woqooyi_galbeed/hargeysa,May-2018,171.9,0,11000,No Data,1545,1187,-,8,-,54,No Data,5000,3500,527500,70000,12,92,5750,1405142.5,9.561733,44.061803,266
woqooyi_galbeed/hargeysa,Jun-2018,44.85,0,11000,No Data,830,643,651,5,-,10,No Data,5000,4000,512500,70000,14,103,5000,1404680,9.561733,44.061803,662
woqooyi_galbeed/hargeysa,Jul-2018,21,0,11000,No Data,154,101,-,3,-,15,No Data,5000,4000,531000,70000,14,106,5000,1403512.5,9.561733,44.061803,161
woqooyi_galbeed/hargeysa,Aug-2018,95.75,0,11000,No Data,188,326,715,1,-,2,No Data,5000,4000,490000,70000,12,82,6000,1364150,9.561733,44.061803,188
woqooyi_galbeed/hargeysa,Sep-2018,87.45,0,11000,No Data,352,101,1343,3,-,4,No Data,5000,4000,500000,70000,12,83,6000,1293250,9.561733,44.061803,352
woqooyi_galbeed/hargeysa,Oct-2018,74.3,0,11000,No Data,288,72,751,255,-,337,No Data,5000,4000,520000,70000,14,104,5000,1274852.5,9.561733,44.061803,321
woqooyi_galbeed/hargeysa,Nov-2018,6.5,0,11000,No Data,193,150,331,3,-,188,No Data,5000,4000,495000,70000,14,99,5000,1266625,9.561733,44.061803,193
woqooyi_galbeed/hargeysa,Dec-2018,0.01,0,11000,No Data,341,809,1174,3,-,34,No Data,5000,4000,500000,70000,14,100,5000,1255187.5,9.561733,44.061803,341
woqooyi_galbeed/hargeysa,Jan-2019,0,0.15,11000,No Data,323,163,598,2,-,8,No Data,5000,4000,450000,70000,14,90,5000,1278625,9.561733,44.061803,327
woqooyi_galbeed/hargeysa,Feb-2019,0.55,0.14,11000,No Data,242,131,641,1,-,7,No Data,5000,4000,456250,70000,14,91,5000,1294750,9.561733,44.061803,242
woqooyi_galbeed/hargeysa,Mar-2019,2.28,0.14,11000,No Data,215,52,874,1,-,-,No Data,5000,4000,550000,70000,14,110,5000,1286467.5,9.561733,44.061803,220
woqooyi_galbeed/hargeysa,Apr-2019,37.21,0.14,11000,No Data,136,6,446,7,-,13,No Data,5000,3500,515000,70000,14,103,5000,1258102.5,9.561733,44.061803,136
woqooyi_galbeed/hargeysa,May-2019,66.45,0.15,11000,No Data,127,49,817,8,-,7,No Data,5000,4375,482500,70000,13,90,5375,1291458.75,9.561733,44.061803,127
woqooyi_galbeed/hargeysa,Jun-2019,22.08,0.18,11000,No Data,99,101,330,3,-,11,No Data,5000,4250,487500,80000,16,98,5000,1256687.5,9.561733,44.061803,99
woqooyi_galbeed/hargeysa,Jul-2019,29.51,0.17,11000,No Data,184,102,390,4,-,13,No Data,5100,4800,445000,69700,13,84,5300,1310415,9.561733,44.061803,195
woqooyi_galbeed/hargeysa,Aug-2019,73.17,0.16,10000,No Data,130,416,440,3,-,15,No Data,5125,5000,451000,85000,16,86,5250,1347977.5,9.561733,44.061803,0
woqooyi_galbeed/berbera,Jan-2016,0,0.12,No Data,No Data,59,-,52,2,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10.4386215,45.0134007,70
woqooyi_galbeed/berbera,Feb-2016,0,0.11,No Data,No Data,91,-,0,17,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10.4386215,45.0134007,87
woqooyi_galbeed/berbera,Mar-2016,0,0.1,No Data,No Data,76,-,59,15,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10.4386215,45.0134007,86
woqooyi_galbeed/berbera,Apr-2016,49.42,0.1,No Data,No Data,8,-,18,47,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10.4386215,45.0134007,0
woqooyi_galbeed/berbera,May-2016,24.79,0.12,No Data,No Data,16,-,8,13,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10.4386215,45.0134007,5
woqooyi_galbeed/berbera,Jun-2016,1.26,0.12,No Data,No Data,29,-,39,11,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10.4386215,45.0134007,122
woqooyi_galbeed/berbera,Jul-2016,1.46,0.1,No Data,No Data,14,-,-,3,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10.4386215,45.0134007,6
woqooyi_galbeed/berbera,Aug-2016,0.07,0.1,No Data,No Data,18,-,323,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10.4386215,45.0134007,9
woqooyi_galbeed/berbera,Sep-2016,0.75,0.1,No Data,No Data,30,-,273,1,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10.4386215,45.0134007,26
woqooyi_galbeed/berbera,Oct-2016,19.4,0.11,No Data,No Data,18,4,68,113,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10.4386215,45.0134007,17
woqooyi_galbeed/berbera,Nov-2016,0.41,0.11,No Data,No Data,181,4,50,1,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10.4386215,45.0134007,28
woqooyi_galbeed/berbera,Dec-2016,0,0.11,No Data,No Data,12,20,372,13,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10.4386215,45.0134007,12
woqooyi_galbeed/berbera,Jan-2017,0,0.12,No Data,No Data,128,143,80,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10.4386215,45.0134007,128
woqooyi_galbeed/berbera,Feb-2017,0,0.11,No Data,No Data,385,324,69,73,-,1,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10.4386215,45.0134007,309
woqooyi_galbeed/berbera,Mar-2017,2.4,0.1,No Data,No Data,130,130,701,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10.4386215,45.0134007,118
woqooyi_galbeed/berbera,Apr-2017,7.07,0.11,No Data,No Data,460,429,359,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10.4386215,45.0134007,330
woqooyi_galbeed/berbera,May-2017,47.11,0.1,No Data,No Data,49,147,450,44,1,1,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10.4386215,45.0134007,49
woqooyi_galbeed/berbera,Jun-2017,0.01,0.11,No Data,No Data,113,113,489,81,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10.4386215,45.0134007,124
woqooyi_galbeed/berbera,Jul-2017,0,0.09,No Data,No Data,571,553,653,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10.4386215,45.0134007,601
woqooyi_galbeed/berbera,Aug-2017,1.64,0.09,No Data,No Data,279,222,475,7,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10.4386215,45.0134007,509
woqooyi_galbeed/berbera,Sep-2017,32.63,0.1,No Data,No Data,8955,8831,113,4,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10.4386215,45.0134007,8955
woqooyi_galbeed/berbera,Oct-2017,13.65,0.11,No Data,No Data,82,97,127,7,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10.4386215,45.0134007,69
woqooyi_galbeed/berbera,Nov-2017,0.01,0.11,No Data,No Data,77,111,88,2,-,22,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10.4386215,45.0134007,92
woqooyi_galbeed/berbera,Dec-2017,0,0.11,No Data,No Data,78,81,110,5,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10.4386215,45.0134007,88
woqooyi_galbeed/berbera,Jan-2018,0,0.11,No Data,No Data,73,237,418,21,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10.4386215,45.0134007,68
woqooyi_galbeed/berbera,Feb-2018,0,0.11,No Data,No Data,64,139,132,58,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10.4386215,45.0134007,44
woqooyi_galbeed/berbera,Mar-2018,0.73,0.1,No Data,No Data,109,105,141,19,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10.4386215,45.0134007,120
woqooyi_galbeed/berbera,Apr-2018,129.12,0.1,No Data,No Data,52,82,107,5,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10.4386215,45.0134007,52
woqooyi_galbeed/berbera,May-2018,143.5,0.12,No Data,No Data,78,121,-,1,-,5,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10.4386215,45.0134007,74
woqooyi_galbeed/berbera,Jun-2018,2.96,0.11,No Data,No Data,27,37,170,1,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10.4386215,45.0134007,47
woqooyi_galbeed/berbera,Jul-2018,1.7,0.09,No Data,No Data,10,23,148,1,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10.4386215,45.0134007,10
woqooyi_galbeed/berbera,Aug-2018,8.15,0.1,No Data,No Data,36,116,-,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10.4386215,45.0134007,36
woqooyi_galbeed/berbera,Sep-2018,34.32,0.11,No Data,No Data,-,52,343,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10.4386215,45.0134007,0
woqooyi_galbeed/berbera,Oct-2018,177.89,0.12,No Data,No Data,-,17,135,234,-,18,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10.4386215,45.0134007,0
woqooyi_galbeed/berbera,Nov-2018,12.86,0.13,No Data,No Data,-,20,-,1,-,80,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10.4386215,45.0134007,0
woqooyi_galbeed/berbera,Dec-2018,0,0.13,No Data,No Data,711,46,113,-,-,-,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10.4386215,45.0134007,711
woqooyi_galbeed/berbera,Jan-2019,0,0.12,No Data,No Data,5,44,37,-,-,1,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10.4386215,45.0134007,5
woqooyi_galbeed/berbera,Feb-2019,0,0.12,No Data,No Data,-,49,7,-,-,1,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10.4386215,45.0134007,0
